,loss,accuracy,val_loss,val_accuracy,lr
0,4.445690631866455,0.6301957368850708,2.0001535415649414,0.79347825050354,0.001
1,1.4860892295837402,0.7122552990913391,1.1281012296676636,0.810869574546814,0.001
2,1.1341540813446045,0.7153392434120178,1.0414215326309204,0.813043475151062,0.001
3,1.074681282043457,0.7201662659645081,0.9896649122238159,0.8173912763595581,0.001
4,1.0327191352844238,0.7247251272201538,0.9970359206199646,0.811956524848938,0.001
5,1.0166690349578857,0.7241888046264648,0.959518313407898,0.8097826242446899,0.001
6,0.9997910261154175,0.7241888046264648,0.975811243057251,0.8173912763595581,0.001
7,0.9838132858276367,0.7337087988853455,0.9399725198745728,0.8282608985900879,0.001
8,0.9781778454780579,0.7322338223457336,0.9049388766288757,0.8152173757553101,0.001
9,0.9711852073669434,0.7333065271377563,0.9285168647766113,0.811956524848938,0.001
10,0.9913380742073059,0.7223116159439087,0.9732380509376526,0.8076087236404419,0.001
11,0.9210694432258606,0.7433628439903259,0.8930415511131287,0.83152174949646,0.000100000005
12,0.8858192563056946,0.7527487277984619,0.8717783093452454,0.832608699798584,0.000100000005
13,0.863265872001648,0.753150999546051,0.8255687355995178,0.823913037776947,0.000100000005
14,0.8406664729118347,0.7550281286239624,0.7994353771209717,0.83152174949646,0.000100000005
15,0.8196853995323181,0.7642799615859985,0.780413806438446,0.83152174949646,0.000100000005
16,0.7993256449699402,0.7681683897972107,0.7751297950744629,0.8293478488922119,0.000100000005
17,0.7996143102645874,0.7668275833129883,0.7653642892837524,0.832608699798584,0.000100000005
18,0.7877324223518372,0.7649503946304321,0.7373441457748413,0.832608699798584,0.000100000005
19,0.7698869705200195,0.7711182832717896,0.73343425989151,0.8282608985900879,0.000100000005
20,0.754705011844635,0.7748726010322571,0.7317630052566528,0.834782600402832,0.000100000005
21,0.7567764520645142,0.7760793566703796,0.7419804930686951,0.835869550704956,0.000100000005
22,0.7561817169189453,0.7642799615859985,0.7051786780357361,0.835869550704956,0.000100000005
23,0.7500750422477722,0.7743362784385681,0.723410427570343,0.8369565010070801,0.000100000005
24,0.7359561324119568,0.7736658453941345,0.7219318151473999,0.8304347991943359,0.000100000005
25,0.7331900000572205,0.7790292501449585,0.7046974301338196,0.83152174949646,1.0000001e-05
26,0.7208802103996277,0.7830517292022705,0.7006816864013672,0.835869550704956,1.0000001e-05
