,loss,accuracy,val_loss,val_accuracy,lr
0,4.3061017990112305,0.6293912529945374,1.8597996234893799,0.811956524848938,0.001
1,1.4128614664077759,0.7176186442375183,1.089084267616272,0.8076087236404419,0.001
2,1.0957565307617188,0.7189595103263855,0.9898476600646973,0.814130425453186,0.001
3,1.024545431137085,0.7278090715408325,0.9182770848274231,0.804347813129425,0.001
4,0.9973767399787903,0.7243228554725647,0.8668815493583679,0.8173912763595581,0.001
5,0.9766072034835815,0.7245910167694092,0.8843446969985962,0.823913037776947,0.001
6,0.96730637550354,0.7347814440727234,0.8501336574554443,0.820652186870575,0.001
7,0.9559421539306641,0.7337087988853455,0.8730490803718567,0.8184782862663269,0.001
8,0.9481694102287292,0.7331724166870117,0.828640341758728,0.8152173757553101,0.001
9,0.9532013535499573,0.7257977724075317,0.8649381995201111,0.8163043260574341,0.001
10,0.9407808780670166,0.7351837158203125,0.8577216267585754,0.811956524848938,0.001
11,0.8953967094421387,0.7418879270553589,0.8349410891532898,0.810869574546814,0.000100000005
12,0.8585096597671509,0.7540895938873291,0.8086495995521545,0.8152173757553101,0.000100000005
13,0.8387770056724548,0.7578439116477966,0.8004068732261658,0.8173912763595581,0.000100000005
14,0.8128265142440796,0.7595870494842529,0.7738950252532959,0.821739137172699,0.000100000005
15,0.7976535558700562,0.7646822333335876,0.730281412601471,0.821739137172699,0.000100000005
16,0.786691427230835,0.7632073163986206,0.7490234375,0.820652186870575,0.000100000005
17,0.7822108268737793,0.7626709342002869,0.7480599880218506,0.821739137172699,0.000100000005
18,0.7661077380180359,0.7684365510940552,0.7592401504516602,0.820652186870575,1.0000001e-05
19,0.7736120820045471,0.7674980163574219,0.745553195476532,0.821739137172699,1.0000001e-05
