,loss,accuracy,val_loss,val_accuracy,lr
0,0.8746362328529358,0.6108876466751099,0.49377626180648804,0.7978261113166809,0.001
1,0.5432900190353394,0.7717886567115784,0.46982401609420776,0.800000011920929,0.001
2,0.4691919684410095,0.8045052289962769,0.39221227169036865,0.8304347991943359,0.001
3,0.4353542625904083,0.8212657570838928,0.45333409309387207,0.811956524848938,0.001
4,0.4144602417945862,0.8267632126808167,0.41642695665359497,0.8391304612159729,0.001
5,0.35358309745788574,0.8491552472114563,0.3657805323600769,0.842391312122345,0.000100000005
6,0.3389405608177185,0.8543845415115356,0.36070892214775085,0.845652163028717,0.000100000005
7,0.3373463451862335,0.8551890850067139,0.3489975929260254,0.8478260636329651,0.000100000005
8,0.3289371132850647,0.8598819971084595,0.3698742091655731,0.8478260636329651,0.000100000005
9,0.3247254192829132,0.859613835811615,0.3609680235385895,0.8478260636329651,0.000100000005
10,0.3154038190841675,0.8647090196609497,0.3549661338329315,0.844565212726593,1.0000001e-05
11,0.31364089250564575,0.8632341027259827,0.35073885321617126,0.8500000238418579,1.0000001e-05
